Property Name,Portfolio Manager ID,Use Type
VA0578ZZ - US DISTRICT COURTHOUSE,2222937,Courthouse
VA0578ZZ - US DISTRICT COURTHOUSE,2222937,Parking
VA0578ZZ - US DISTRICT COURTHOUSE,2222937,Parking
VA0578ZZ - US DISTRICT COURTHOUSE,2222937,Parking
VA0686ZZ - HARRISONBURG COURTHOUSE,2249780,Courthouse
VA0686ZZ - HARRISONBURG COURTHOUSE,2249780,Office
VA0686ZZ - HARRISONBURG COURTHOUSE,2249780,Office
VA0719ZZ - UNITED STATES COURTHOUSE,2249767,Data Center
VA0719ZZ - UNITED STATES COURTHOUSE,2249767,Courthouse
VA0719ZZ - UNITED STATES COURTHOUSE,2249767,Parking
VA0719ZZ - UNITED STATES COURTHOUSE,2249767,Data Center
VA1608ZZ - NORFOLK FED BLDG,2630201,Office
VA1608ZZ - NORFOLK FED BLDG,2630201,Parking
VA1608ZZ - NORFOLK FED BLDG,2630201,Office
VI0007ZZ - DELUGO FED BLDG - ST THOMAS,2630202,Office
VI0008ZZ - CHRISTIAN FED BLDG - ST CROIX,2630203,Office
VT0000BD-USBS DERBY I-91,2392051,Other - Public Services
VT0000BH-US BORDER STATION,3981450,Office
VT0000BN-USBS NORTON,2630204,Other - Public Services
VT0000BP - USBS BEEBE PLAIN,2630206,Other - Public Services
VT0000BS-USBS ALBURG SPRINGS,2397740,Other - Public Services
VT0000BT - USBS NORTH TROY,2630207,Other - Public Services
VT0000PD-USBS && USPO DERBY LINE,2630209,Other - Public Services
VT0002ZZ - USBS BEECHER FALLS,2397749,Other - Public Services
VT0007ZZ-USBS CANAAN,2397712,Other - Public Services
VT0008ZZ-USBS EAST RICHFORD,2397742,Office
VT0014ZZ-USBS RICHFORD,2630210,Other - Public Services
VT0018ZZ - ST ALBANS FED BLDG & USPO,1679,Office
VT0018ZZ - ST ALBANS FED BLDG & USPO,1679,Parking
VT0018ZZ - ST ALBANS FED BLDG & USPO,1679,Office
VT0024ZZ-BURLINGTON CTHS && USPO,1681,Office
VT0024ZZ-BURLINGTON CTHS && USPO,1681,Other - Services
VT0024ZZ-BURLINGTON CTHS && USPO,1681,Courthouse
VT0026ZZ - MONTPELIER FEDERAL BLDG,1682,Office
VT0026ZZ - MONTPELIER FEDERAL BLDG,1682,Office
VT0028ZZ - WINSTON PROUTY FED BLDG,1683,Office
VT0034ZZ-SSA MONTPELIER,1684,Office
VT0035ZZ - SSA BURLINGTON,1685,Office
VT0052BH - MYERS BLDG HIGHGATE,2392070,Other - Public Services
VT0057BH - USBS HIGHGATE SPRING,2397705,Other - Public Services
VT0059BH - FDA-PPQ HIGHGATE SPRINGS,2630211,Other - Public Services
VT0756BT-USBS NORTH TROY,2999333,Other - Public Services
VT0851BW - USBS WEST BERKSHIRE,2630208,Other - Public Services
WA0000BN - USBS PACIFIC HIGHWAY,2630230,Other - Public Services
WA0000FB - USBS CURLEW,2630214,Other - Public Services
WA0000KC-SEATTLE FED CTR SO,20635,Data Center
WA0000KC-SEATTLE FED CTR SO,20635,Office
WA0000KC-SEATTLE FED CTR SO,20635,Office
WA0000KC-SEATTLE FED CTR SO,20635,Office
WA0000KC-SEATTLE FED CTR SO,20635,Non-Refrigerated Warehouse
WA0000KC-SEATTLE FED CTR SO,20635,Non-Refrigerated Warehouse
WA0000KC-SEATTLE FED CTR SO,20635,Office
WA0000KF - AUBURN CTR COMPLEX,2630217,Office
WA0000KF - AUBURN CTR COMPLEX,2630217,Non-Refrigerated Warehouse
WA0000KF - AUBURN CTR COMPLEX,2630217,Non-Refrigerated Warehouse
WA0000MB - USBS METALINE FALLS,2630219,Other - Public Services
WA0000OB - USBS OROVILLE,2630220,Other - Public Services
WA0028ZZ - RICHARD B. ANDERSON FB,2630223,Office
WA0035ZZ - NAKAMURA COURTHOUSE,20646,Parking
WA0035ZZ - NAKAMURA COURTHOUSE,20646,Courthouse
WA0035ZZ - NAKAMURA COURTHOUSE,20646,Office
WA0036ZZ - SEATTLE FED BLDG,20647,Parking
WA0036ZZ - SEATTLE FED BLDG,20647,Office
WA0036ZZ - SEATTLE FED BLDG,20647,Office
WA0045ZZ - SPOKANE FED BLD USPO,20649,Office
WA0045ZZ - SPOKANE FED BLD USPO,20649,Office
WA0045ZZ - SPOKANE FED BLD USPO,20649,Office
WA0053ZZ - WM O DOUGLAS FBUSCT,20650,Courthouse
WA0059ZZ - FED NARA-NARC,2630224,Office
WA0059ZZ - FED NARA-NARC,2630224,Office
WA0059ZZ - FED NARA-NARC,2630224,Office
WA0063ZZ - RICHLAND FB,18430,Office
WA0063ZZ - RICHLAND FB,18430,Parking
WA0063ZZ - RICHLAND FB,18430,Courthouse
WA0063ZZ - RICHLAND FB,18430,Other - Services
WA0063ZZ - RICHLAND FB,18430,Food Service
WA0063ZZ - RICHLAND FB,18430,Office
WA0064ZZ - T S FOLEY US COURTHO,18816,Parking
WA0064ZZ - T S FOLEY US COURTHO,18816,Office
WA0064ZZ - T S FOLEY US COURTHO,18816,Courthouse
WA0064ZZ - T S FOLEY US COURTHO,18816,Other
WA0066BP - BOR PATROL SECT HQ,2630225,Office
WA0067BP - BLAINE BORDER STATION ANNEX - DETENTION,2630226,Office
WA0082ZZ - WENATACHEE FED BLDG,18332,Office
WA0082ZZ - WENATACHEE FED BLDG,18332,Office
WA0082ZZ - WENATACHEE FED BLDG,18332,Office
WA0082ZZ - WENATACHEE FED BLDG,18332,Office
WA0089HQ - BORD PATROL SECT HQ,2630227,Office
WA0089HQ - BORD PATROL SECT HQ,2630227,Police Station
WA0094ZZ - VANCOUVER FED BLDG,2630228,Office
WA0101ZZ - JACKSON FED BLDG,18149,Office
WA0101ZZ - JACKSON FED BLDG,18149,Parking
WA0101ZZ - JACKSON FED BLDG,18149,Office
WA0101ZZ - JACKSON FED BLDG,18149,Office
WA0101ZZ - JACKSON FED BLDG,18149,Office
WA0101ZZ - JACKSON FED BLDG,18149,Office
WA0101ZZ - JACKSON FED BLDG,18149,Office
WA0101ZZ - JACKSON FED BLDG,18149,Office
WA0102ZZ - SEATTLE US COURTHOUS,1237262,Parking
WA0102ZZ - SEATTLE US COURTHOUS,1237262,Courthouse
WA0102ZZ - SEATTLE US COURTHOUS,1237262,Restaurant
WA0102ZZ - SEATTLE US COURTHOUS,1237262,Courthouse
WA0118ZZ - FDA BLDG BOTHELL,18148,Office
WA0118ZZ - FDA BLDG BOTHELL,18148,Office
WA0118ZZ - FDA BLDG BOTHELL,18148,Laboratory
WA0119PR - USBS POINT ROBERTS,2630229,Other - Public Services
WA0122HQ - BORDER PATROL ANNEX,2630231,Office
WA0132PA - PEACE ARCH LAND PORT OF ENTRY,20632,Other - Public Services
WA0141BP - BLDG. VAULT,2630232,Office
WA0148ZZ-FED RESERVE BANK OF SF,3981451,Office
WA0540YB - USBS KENNETH G. WARD,20640,Other - Public Services
WA0550DV - USBS DANVILLE,20633,Other - Public Services
WA0601LB - LAURIER LAND PORT OF ENTRY BUILDING,20636,Other - Public Services
WA0653SB - USBS SUMAS,20639,Other - Public Services
WA0811KA - ADMINISTRATION BLDG,20653,Office
WA0811KA - ADMINISTRATION BLDG,20653,Office
WA0831KF - WAREHOUSE 7,2314920,Office
WA0831KF - WAREHOUSE 7,2314920,Data Center
WA0831KF - WAREHOUSE 7,2314920,Parking
WA7587ZZ - UNION STATION TACOMA,18147,Courthouse
WA7587ZZ - UNION STATION TACOMA,18147,Parking
WI0016ZZ - EAU CLAIRE FB CTHSE,1165560,Courthouse
WI0016ZZ - EAU CLAIRE FB CTHSE,1165560,Parking
WI0044ZZ - MILWAUKEE FB CTHSE,1165568,Courthouse
WI0044ZZ - MILWAUKEE FB CTHSE,1165568,Parking
WI0095ZZ - SSA OSHKOSH,2630234,Office
WI0096ZZ - RACINE SSA DIST OFF,2410805,Office
WI0096ZZ - RACINE SSA DIST OFF,2410805,Parking
WI0098ZZ - SSA SHEBOYGAN,2410798,Office
WI0098ZZ - SSA SHEBOYGAN,2410798,Parking
WI0350ZZ - KASTEMEIER CTHSE,1582459,Courthouse
WI0350ZZ - KASTEMEIER CTHSE,1582459,Parking
WV0000WH - WHEELING FED BLDG & CTHSE,2630235,Courthouse
WV0003ZZ - ELIZABETH KEE FED BLDG,2630236,Office
WV0010ZZ - FOREST SERVICE BLDG,2630237,Office
WV0010ZZ - FOREST SERVICE BLDG,2630237,Parking
WV0030ZZ - PARKERSBURG FED BLDG,2630238,Office
WV0050ZZ - MT HOPE FED BLDG & GARAGE,2630239,Office
WV0050ZZ - MT HOPE FED BLDG & GARAGE,2630239,Parking
WV0053ZZ - MARTINSBURG COURTHOUSE,2630240,Courthouse
WV0053ZZ - MARTINSBURG COURTHOUSE,2630240,Parking
WV0054FP - HUNTINGTON FED BLDG,2630241,Office
WV0057ZZ - SUMMERVILLE FED BLDG & PO,2630242,Office
WV0057ZZ - SUMMERVILLE FED BLDG & PO,2630242,Parking
WV0163ZZ - BYRD US COURTHOUSE,2436904,Courthouse
WV0163ZZ - BYRD US COURTHOUSE,2436904,Parking
WV0171ZZ - BYRD FED BLDG & COURTHSE,2630244,Courthouse
WV0171ZZ - BYRD FED BLDG & COURTHSE,2630244,Parking
WV0226ZZ-FED BLDG TRACING CENTER,2436910,Office
WV0226ZZ-FED BLDG TRACING CENTER,2436910,Parking
WV1251ZZ - RANDOLPH FEDERAL CTR,2630245,Office
WV1251ZZ - RANDOLPH FEDERAL CTR,2630245,Parking
WY0003ZZ - EWING KERR FB CTHSE,2999336,Courthouse
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,Parking
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,Office
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,Office
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,Office
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,Office
WY0029ZZ - JC OMAHONEY FED CTR,2280806,Courthouse
WY0029ZZ - JC OMAHONEY FED CTR,2280806,Office
WY0029ZZ - JC OMAHONEY FED CTR,2280806,Parking
WY0030ZZ - DICK CHENEY FED BLDG,2280867,Office
WY0030ZZ - DICK CHENEY FED BLDG,2280867,Parking
WY0030ZZ - DICK CHENEY FED BLDG,2280867,Office
WY0030ZZ - DICK CHENEY FED BLDG,2280867,Parking
WY0034ZZ - STORAGE BUILDING,2630246,Non-Refrigerated Warehouse
WY0035ZZ - CLIFFORD HANSEN FED CTHSE,3236645,Office
