Property Name,Portfolio Manager ID,Property Use Name,Use Type,Gross Floor Area for Use,Gross Floor Area Units,Gross Floor Area Temporary Value? (Y/N)
TX0247ZZ - FT WORTH FED PARK GARAGE,1600,Office 1,Office,7980.0,Sq. Ft.,No
TX0247ZZ - FT WORTH FED PARK GARAGE,1600,Garage 1,Parking,,,
TX0272ZZ - RC WHITE FEDERAL BLDG,2424885,Office,Office,199621.0,Sq. Ft.,No
TX0272ZZ - RC WHITE FEDERAL BLDG,2424885,Parking Attached,Parking,,,
TX0292ZZ - AM SMITH FEDERAL BLDG,1527775,Office,Office,198258.0,Sq. Ft.,No
TX0297ZZ - ALLIANCE TOWER,1492832,Office,Office,245199.0,Sq. Ft.,No
TX0297ZZ - ALLIANCE TOWER,1492832,Parking,Parking,,,
TX0298ZZ-GT LELAND FEDERAL BLDG,1493850,Office,Office,386766.0,Sq. Ft.,No
TX0298ZZ-GT LELAND FEDERAL BLDG,1493850,Attached Parking,Parking,,,
TX0302ZZ - THE CENTRE PHASE 5,1528764,Office,Office,351253.0,Sq. Ft.,No
TX0302ZZ - THE CENTRE PHASE 5,1528764,Parking,Parking,,,
TX0311ZZ - LAREDO FED BLDG CTHSE,1942281,Courtrooms,Courthouse,20691.0,Sq. Ft.,No
TX0311ZZ - LAREDO FED BLDG CTHSE,1942281,Office,Office,118050.0,Sq. Ft.,No
TX0311ZZ - LAREDO FED BLDG CTHSE,1942281,Parking,Parking,,,
TX0313ZZ - CORPUS CHRISTI COURTHSE,1929703,Courthouse,Courthouse,37449.0,Sq. Ft.,No
TX0313ZZ - CORPUS CHRISTI COURTHSE,1929703,Office,Office,134554.0,Sq. Ft.,No
TX0313ZZ - CORPUS CHRISTI COURTHSE,1929703,Parking,Parking,,,
TX0316ZZ - BROWNSVILLE FB CTHS,1506542,Courtrooms,Courthouse,44465.0,Sq. Ft.,No
TX0316ZZ - BROWNSVILLE FB CTHS,1506542,Office,Office,144760.0,Sq. Ft.,No
TX0316ZZ - BROWNSVILLE FB CTHS,1506542,Parking,Parking,,,
TX0319ZZ - EL PASO FED BLDG COURTHSE,2999332,Office Use,Office,277632.0,Sq. Ft.,No
TX0400ZZ - 1 JUSTICE PARK DRIVE,2630185,COURTHOUSE,Courthouse,0.0,Sq. Ft.,No
TX0501HS-SAN ANTONIO FED BLDG WEST,1556004,Office,Office,180230.0,Sq. Ft.,No
TX0502HS - J WOOD COURTHOUSE,1590773,Courthouse,Courthouse,73883.0,Sq. Ft.,No
TX0502HS - J WOOD COURTHOUSE,1590773,Office,Office,70401.0,Sq. Ft.,No
TX0503HS - AA SPEARS TRAINING CTR,2630186,Training Space,Other - Education,20459.0,Sq. Ft.,No
TX0701HO - FEDERAL BUILDING,1493590,Office,Office,57523.0,Sq. Ft.,No
TX0701HO - FEDERAL BUILDING,1493590,Vacant office,Office,11187.0,Sq. Ft.,No
TX0701HO - FEDERAL BUILDING,1493590,Childcare,Other,10000.0,Sq. Ft.,No
TX0999ZZ - USBS WORLD TRADE MOD BLDG,2630187,OFFICE,Office,2016.0,Sq. Ft.,No
TX1514ZZ - Waco Courthouse,2019021,Courthouse,Courthouse,36856.0,Sq. Ft.,No
TX1514ZZ - Waco Courthouse,2019021,Office,Office,105254.0,Sq. Ft.,No
Test Peck,4145829,Building Use,Office,791748.0,Sq. Ft.,No
Test Potter,4145828,Building Use,Office,542825.0,Sq. Ft.,No
UT0010ZZ - OGDEN FOREST SVC BLDG,2280794,OFFICE,Office,53221.0,Sq. Ft.,No
UT0014ZZ - J WILL ROBINSON FED BLDG,1621,Office 1,Office,28975.0,Sq. Ft.,No
UT0014ZZ - J WILL ROBINSON FED BLDG,1621,Garage 1,Parking,,,
UT0017ZZ - FE MOSS US COURTHOUSE,2280840,COURTHOUSE,Courthouse,234288.0,Sq. Ft.,No
UT0018ZZ-SALT LAKE CITY FED CTHSE,4095195,UT0018ZZ-SALT LAKE CITY FED CTHSE,Office,401209.0,Sq. Ft.,No
UT0032ZZ - WF BENNETT FEDERAL BLDG,2280796,OFFICE,Office,391726.0,Sq. Ft.,No
UT0032ZZ - WF BENNETT FEDERAL BLDG,2280796,Indoor Parking,Parking,,,
UT0032ZZ - WF BENNETT FEDERAL BLDG,2280796,Outddor Parking,Parking,,,
UT0035ZZ - JV HANSEN FED BLDG CTHSE,2280798,COURTHOUSE,Courthouse,14554.0,Sq. Ft.,No
UT0035ZZ - JV HANSEN FED BLDG CTHSE,2280798,Office and Common Areas,Office,191790.0,Sq. Ft.,No
UT0037ZZ - GSA MOTOR POOL BUILDING,2630190,OFFICE,Office,7035.0,Sq. Ft.,No
UT0039ZZ - IRS BUILDING,1626,Office 1,Office,6346.0,Sq. Ft.,No
UT0039ZZ - IRS BUILDING,1626,Garage 1,Parking,,,
UT0042ZZ - ST GEORGE FED BLDG,2630191,OFFICE,Office,10142.0,Sq. Ft.,No
VA0000AN - FRANCONIA WAREHOUSE,2630192,Warehouse,Non-Refrigerated Warehouse,1373687.0,Sq. Ft.,No
VA0000CT - POWELL CTHSE & ANNEX,2223697,USDC Computer Room,Data Center,457.0,Sq. Ft.,No
VA0000CT - POWELL CTHSE & ANNEX,2223697,USBC Computer Room,Data Center,459.0,Sq. Ft.,No
VA0000CT - POWELL CTHSE & ANNEX,2223697,General Area,Courthouse,312673.0,Sq. Ft.,No
VA0000CT - POWELL CTHSE & ANNEX,2223697,Annex Parking Deck,Parking,,,
VA0002ZZ - ABINGDON FED BLDG,2630193,OFFICE,Office,37087.0,Sq. Ft.,No
VA0002ZZ - ABINGDON FED BLDG,2630193,Parking,Parking,,,
VA0003ZZ - MARTIN BOSTETTE CTHS,2630194,COURTHOUSE,Courthouse,63518.0,Sq. Ft.,No
VA0020ZZ - BASCOM SLEMP FED BLDG,2630195,OFFICE,Office,28663.0,Sq. Ft.,No
VA0020ZZ - BASCOM SLEMP FED BLDG,2630195,Parking,Parking,,,
VA0034ZZ - DANVILLE PO & CTHSE,2630196,COURTHOUSE,Courthouse,47000.0,Sq. Ft.,No
VA0053ZZ-CUSTOMHOUSE,2250194,general facility,Office,30890.0,Sq. Ft.,No
VA0054ZZ - HOFFMAN COURTHOUSE,2630197,COURTHOUSE,Courthouse,216792.0,Sq. Ft.,No
VA0087ZZ - PORTSMOUTH FED BLDG,2630198,OFFICE,Office,138133.0,Sq. Ft.,No
VA0087ZZ - PORTSMOUTH FED BLDG,2630198,COMMAND OFFICE SPACE,Office,8527.0,Sq. Ft.,No
VA0087ZZ - PORTSMOUTH FED BLDG,2630198,CONTROL ROOM/ADP,Office,801.0,Sq. Ft.,No
VA0088ZZ - RICHMOND FED BLDG,2630199,Office,Office,332840.0,Sq. Ft.,No
VA0088ZZ - RICHMOND FED BLDG,2630199,IRS Computer Room,Data Center,7941.0,Sq. Ft.,No
VA0088ZZ - RICHMOND FED BLDG,2630199,Vacant Space,Office,24260.0,Sq. Ft.,No
VA0095ZZ - POFF FEDERAL BLDG,2436896,Office,Office,211733.0,Sq. Ft.,No
VA0095ZZ - POFF FEDERAL BLDG,2436896,Courthouse,Courthouse,129556.0,Sq. Ft.,No
VA0095ZZ - POFF FEDERAL BLDG,2436896,Parking,Parking,,,
VA0321ZZ - AV BRYAN COURTHOUSE,2630200,Office,Office,258850.0,Sq. Ft.,No
VA0321ZZ - AV BRYAN COURTHOUSE,2630200,Garage,Parking,,,
VA0321ZZ - AV BRYAN COURTHOUSE,2630200,Courthouse,Courthouse,90000.0,Sq. Ft.,No
VA0578ZZ - US DISTRICT COURTHOUSE,2222937,General Usage,Courthouse,364827.0,Sq. Ft.,No
VA0578ZZ - US DISTRICT COURTHOUSE,2222937,Parking - general,Parking,,,
VA0578ZZ - US DISTRICT COURTHOUSE,2222937,Parking - USMS,Parking,,,
VA0578ZZ - US DISTRICT COURTHOUSE,2222937,Parking - Judicial,Parking,,,
VA0686ZZ - HARRISONBURG COURTHOUSE,2249780,General Facility,Courthouse,61425.0,Sq. Ft.,No
VA0686ZZ - HARRISONBURG COURTHOUSE,2249780,PD / USDC ADP Spaces,Office,260.0,Sq. Ft.,No
VA0686ZZ - HARRISONBURG COURTHOUSE,2249780,USMS Control Room,Office,400.0,Sq. Ft.,No
VA0719ZZ - UNITED STATES COURTHOUSE,2249767,Control Room,Data Center,600.0,Sq. Ft.,No
VA0719ZZ - UNITED STATES COURTHOUSE,2249767,general facility,Courthouse,63023.0,Sq. Ft.,No
VA0719ZZ - UNITED STATES COURTHOUSE,2249767,parking garages,Parking,,,
VA0719ZZ - UNITED STATES COURTHOUSE,2249767,Common Data Center,Data Center,900.0,Sq. Ft.,No
VA1608ZZ - NORFOLK FED BLDG,2630201,OFFICE,Office,200877.0,Sq. Ft.,No
VA1608ZZ - NORFOLK FED BLDG,2630201,Parking Decks,Parking,,,
VA1608ZZ - NORFOLK FED BLDG,2630201,Data closets,Office,8590.0,Sq. Ft.,No
VI0007ZZ - DELUGO FED BLDG - ST THOMAS,2630202,OFFICE,Office,93417.0,Sq. Ft.,No
VI0008ZZ - CHRISTIAN FED BLDG - ST CROIX,2630203,OFFICE,Office,76227.0,Sq. Ft.,No
VT0000BD-USBS DERBY I-91,2392051,Border Station,Other - Public Services,15690.0,Sq. Ft.,No
VT0000BH-US BORDER STATION,3981450,VT0000BH-US BORDER STATION,Office,46299.0,Sq. Ft.,No
VT0000BN-USBS NORTON,2630204,Border Station,Other - Public Services,8184.0,Sq. Ft.,No
VT0000BP - USBS BEEBE PLAIN,2630206,Border Station,Other - Public Services,3638.0,Sq. Ft.,No
VT0000BS-USBS ALBURG SPRINGS,2397740,Border Station,Other - Public Services,3702.0,Sq. Ft.,No
VT0000BT - USBS NORTH TROY,2630207,Border Station,Other - Public Services,14925.0,Sq. Ft.,No
VT0000PD-USBS && USPO DERBY LINE,2630209,Border Station,Other - Public Services,16896.0,Sq. Ft.,No
VT0002ZZ - USBS BEECHER FALLS,2397749,Border Station,Other - Public Services,8970.0,Sq. Ft.,No
VT0007ZZ-USBS CANAAN,2397712,Other - Public Services Use,Other - Public Services,5856.0,Sq. Ft.,No
VT0008ZZ-USBS EAST RICHFORD,2397742,Border Station,Office,8714.0,Sq. Ft.,No
VT0014ZZ-USBS RICHFORD,2630210,Border Station,Other - Public Services,7895.0,Sq. Ft.,No
VT0018ZZ - ST ALBANS FED BLDG & USPO,1679,Office 1,Office,43627.0,Sq. Ft.,No
VT0018ZZ - ST ALBANS FED BLDG & USPO,1679,Garage 1,Parking,,,
VT0018ZZ - ST ALBANS FED BLDG & USPO,1679,office 2,Office,22227.0,Sq. Ft.,No
VT0024ZZ-BURLINGTON CTHS && USPO,1681,Office,Office,103822.0,Sq. Ft.,No
VT0024ZZ-BURLINGTON CTHS && USPO,1681,Post Office,Other - Services,11323.0,Sq. Ft.,No
VT0024ZZ-BURLINGTON CTHS && USPO,1681,Courthouse,Courthouse,32716.0,Sq. Ft.,No
VT0026ZZ - MONTPELIER FEDERAL BLDG,1682,Office 1,Office,58195.0,Sq. Ft.,No
VT0026ZZ - MONTPELIER FEDERAL BLDG,1682,Office 2,Office,15066.0,Sq. Ft.,No
VT0028ZZ - WINSTON PROUTY FED BLDG,1683,Office 1,Office,12468.0,Sq. Ft.,No
VT0034ZZ-SSA MONTPELIER,1684,Office 1,Office,6911.0,Sq. Ft.,No
VT0035ZZ - SSA BURLINGTON,1685,Office 1,Office,8002.0,Sq. Ft.,No
VT0052BH - MYERS BLDG HIGHGATE,2392070,Border Station,Other - Public Services,2306.0,Sq. Ft.,No
VT0057BH - USBS HIGHGATE SPRING,2397705,Border Station,Other - Public Services,24051.0,Sq. Ft.,No
VT0059BH - FDA-PPQ HIGHGATE SPRINGS,2630211,Border Station,Other - Public Services,4620.0,Sq. Ft.,No
VT0756BT-USBS NORTH TROY,2999333,Other - Public Services Use,Other - Public Services,8000.0,Sq. Ft.,No
VT0851BW - USBS WEST BERKSHIRE,2630208,Border Station,Other - Public Services,7439.0,Sq. Ft.,No
WA0000BN - USBS PACIFIC HIGHWAY,2630230,Border Station,Other - Public Services,97431.0,Sq. Ft.,No
WA0000FB - USBS CURLEW,2630214,Border Station,Other - Public Services,5000.0,Sq. Ft.,No
WA0000KC-SEATTLE FED CTR SO,20635,ADP,Data Center,1561.0,Sq. Ft.,No
WA0000KC-SEATTLE FED CTR SO,20635,Food Service,Office,4412.0,Sq. Ft.,No
WA0000KC-SEATTLE FED CTR SO,20635,Light Industrial,Office,6531.0,Sq. Ft.,No
WA0000KC-SEATTLE FED CTR SO,20635,General Office - Vacant,Office,168486.0,Sq. Ft.,No
WA0000KC-SEATTLE FED CTR SO,20635,Warehouse Space,Non-Refrigerated Warehouse,137028.0,Sq. Ft.,No
WA0000KC-SEATTLE FED CTR SO,20635,Warehouse - Vacant,Non-Refrigerated Warehouse,200000.0,Sq. Ft.,No
WA0000KC-SEATTLE FED CTR SO,20635,Office - General,Office,275096.0,Sq. Ft.,No
WA0000KF - AUBURN CTR COMPLEX,2630217,Office Space,Office,292428.0,Sq. Ft.,No
WA0000KF - AUBURN CTR COMPLEX,2630217,Warehouse - Vacant,Non-Refrigerated Warehouse,29137.0,Sq. Ft.,No
WA0000KF - AUBURN CTR COMPLEX,2630217,Warehouse,Non-Refrigerated Warehouse,1120475.0,Sq. Ft.,No
WA0000MB - USBS METALINE FALLS,2630219,Border Station,Other - Public Services,10546.0,Sq. Ft.,No
WA0000OB - USBS OROVILLE,2630220,Border Station,Other - Public Services,68822.0,Sq. Ft.,No
WA0028ZZ - RICHARD B. ANDERSON FB,2630223,Office,Office,22569.0,Sq. Ft.,No
WA0035ZZ - NAKAMURA COURTHOUSE,20646,Covered Parking,Parking,,,
WA0035ZZ - NAKAMURA COURTHOUSE,20646,Courtroom,Courthouse,147199.0,Sq. Ft.,No
WA0035ZZ - NAKAMURA COURTHOUSE,20646,FBI Office,Office,42106.0,Sq. Ft.,No
WA0036ZZ - SEATTLE FED BLDG,20647,Structured Parking,Parking,,,
WA0036ZZ - SEATTLE FED BLDG,20647,Vacant,Office,3110.0,Sq. Ft.,No
WA0036ZZ - SEATTLE FED BLDG,20647,Office - General,Office,302661.0,Sq. Ft.,No
WA0045ZZ - SPOKANE FED BLD USPO,20649,Sorting Area,Office,6945.0,Sq. Ft.,No
WA0045ZZ - SPOKANE FED BLD USPO,20649,General Office Space,Office,153123.0,Sq. Ft.,No
WA0045ZZ - SPOKANE FED BLD USPO,20649,Office Space - Vacant,Office,225.0,Sq. Ft.,No
WA0053ZZ - WM O DOUGLAS FBUSCT,20650,Courthouse,Courthouse,58279.0,Sq. Ft.,No
WA0059ZZ - FED NARA-NARC,2630224,OFFICE,Office,182773.0,Sq. Ft.,No
WA0059ZZ - FED NARA-NARC,2630224,Laboratory,Office,168.0,Sq. Ft.,No
WA0059ZZ - FED NARA-NARC,2630224,Light Industrial,Office,4813.0,Sq. Ft.,No
WA0063ZZ - RICHLAND FB,18430,Office Area,Office,325289.0,Sq. Ft.,No
WA0063ZZ - RICHLAND FB,18430,Garage,Parking,,,
WA0063ZZ - RICHLAND FB,18430,Courthouse,Courthouse,17400.0,Sq. Ft.,No
WA0063ZZ - RICHLAND FB,18430,Post Office,Other - Services,21100.0,Sq. Ft.,No
WA0063ZZ - RICHLAND FB,18430,Cafeteria,Food Service,9000.0,Sq. Ft.,No
WA0063ZZ - RICHLAND FB,18430,Office Space - Vacant,Office,11294.0,Sq. Ft.,No
WA0064ZZ - T S FOLEY US COURTHO,18816,Garage&Non-occupiableSpace,Parking,,,
WA0064ZZ - T S FOLEY US COURTHO,18816,Office,Office,229682.0,Sq. Ft.,No
WA0064ZZ - T S FOLEY US COURTHO,18816,Courthouse,Courthouse,11049.0,Sq. Ft.,No
WA0064ZZ - T S FOLEY US COURTHO,18816,Mechanical Space,Other,23504.0,Sq. Ft.,No
WA0066BP - BOR PATROL SECT HQ,2630225,OFFICE,Office,11847.0,Sq. Ft.,No
WA0067BP - BLAINE BORDER STATION ANNEX - DETENTION,2630226,OFFICE,Office,5000.0,Sq. Ft.,No
WA0082ZZ - WENATACHEE FED BLDG,18332,Office,Office,66456.0,Sq. Ft.,No
WA0082ZZ - WENATACHEE FED BLDG,18332,Food Services,Office,1275.0,Sq. Ft.,No
WA0082ZZ - WENATACHEE FED BLDG,18332,Light Industrial,Office,24330.0,Sq. Ft.,No
WA0082ZZ - WENATACHEE FED BLDG,18332,Office Space - Vacant,Office,12353.0,Sq. Ft.,No
WA0089HQ - BORD PATROL SECT HQ,2630227,Light Industrial,Office,535.0,Sq. Ft.,No
WA0089HQ - BORD PATROL SECT HQ,2630227,Police Station Use,Police Station,12009.0,Sq. Ft.,No
WA0094ZZ - VANCOUVER FED BLDG,2630228,OFFICE,Office,21725.0,Sq. Ft.,No
WA0101ZZ - JACKSON FED BLDG,18149,Office,Office,672498.0,Sq. Ft.,No
WA0101ZZ - JACKSON FED BLDG,18149,Structured Parking,Parking,,,
WA0101ZZ - JACKSON FED BLDG,18149,USCG Control Center,Office,11242.0,Sq. Ft.,No
WA0101ZZ - JACKSON FED BLDG,18149,Office - Vacant,Office,17913.0,Sq. Ft.,No
WA0101ZZ - JACKSON FED BLDG,18149,USCG 34th Floor Computer Room,Office,752.0,Sq. Ft.,No
WA0101ZZ - JACKSON FED BLDG,18149,IRS 21st Floor Computer Room,Office,3192.0,Sq. Ft.,No
WA0101ZZ - JACKSON FED BLDG,18149,Cafeteria,Office,15952.0,Sq. Ft.,No
WA0101ZZ - JACKSON FED BLDG,18149,IRS office extended hours,Office,119567.0,Sq. Ft.,No
WA0102ZZ - SEATTLE US COURTHOUS,1237262,Parking Garage,Parking,,,
WA0102ZZ - SEATTLE US COURTHOUS,1237262,Courthouse,Courthouse,564118.0,Sq. Ft.,No
WA0102ZZ - SEATTLE US COURTHOUS,1237262,Cafeteria,Restaurant,4127.0,Sq. Ft.,No
WA0102ZZ - SEATTLE US COURTHOUS,1237262,US Attorney's Offices,Courthouse,61053.0,Sq. Ft.,No
WA0118ZZ - FDA BLDG BOTHELL,18148,Laboratory,Office,17391.0,Sq. Ft.,No
WA0118ZZ - FDA BLDG BOTHELL,18148,General Office,Office,43873.0,Sq. Ft.,No
WA0118ZZ - FDA BLDG BOTHELL,18148,Laboratory Use,Laboratory,17391.0,Sq. Ft.,No
WA0119PR - USBS POINT ROBERTS,2630229,Border Station,Other - Public Services,13211.0,Sq. Ft.,No
WA0122HQ - BORDER PATROL ANNEX,2630231,OFFICE,Office,6994.0,Sq. Ft.,No
WA0132PA - PEACE ARCH LAND PORT OF ENTRY,20632,Border Station,Other - Public Services,79265.0,Sq. Ft.,Yes
WA0141BP - BLDG. VAULT,2630232,Office Use,Office,5000.0,Sq. Ft.,No
WA0148ZZ-FED RESERVE BANK OF SF,3981451,WA0148ZZ-FED RESERVE BANK OF SF,Office,86800.0,Sq. Ft.,No
WA0540YB - USBS KENNETH G. WARD,20640,BORDER STATION,Other - Public Services,17362.0,Sq. Ft.,No
WA0550DV - USBS DANVILLE,20633,Border Station,Other - Public Services,5000.0,Sq. Ft.,No
WA0601LB - LAURIER LAND PORT OF ENTRY BUILDING,20636,Border Station,Other - Public Services,10591.0,Sq. Ft.,No
WA0653SB - USBS SUMAS,20639,BORDER STATION,Other - Public Services,22013.0,Sq. Ft.,No
WA0811KA - ADMINISTRATION BLDG,20653,General Office Space,Office,102783.0,Sq. Ft.,No
WA0811KA - ADMINISTRATION BLDG,20653,Office - Data Center,Office,1725.0,Sq. Ft.,No
WA0831KF - WAREHOUSE 7,2314920,Office,Office,204483.0,Sq. Ft.,No
WA0831KF - WAREHOUSE 7,2314920,Data Center,Data Center,1052.0,Sq. Ft.,No
WA0831KF - WAREHOUSE 7,2314920,Outdoor Uncovered Parking,Parking,,,
WA7587ZZ - UNION STATION TACOMA,18147,Courthouse,Courthouse,198991.0,Sq. Ft.,No
WA7587ZZ - UNION STATION TACOMA,18147,Covered Parking,Parking,,,
WI0016ZZ - EAU CLAIRE FB CTHSE,1165560,Office,Courthouse,29481.0,Sq. Ft.,No
WI0016ZZ - EAU CLAIRE FB CTHSE,1165560,Parking,Parking,,,
WI0044ZZ - MILWAUKEE FB CTHSE,1165568,Office,Courthouse,475879.0,Sq. Ft.,No
WI0044ZZ - MILWAUKEE FB CTHSE,1165568,Parking,Parking,,,
WI0095ZZ - SSA OSHKOSH,2630234,OFFICE,Office,5625.0,Sq. Ft.,No
WI0096ZZ - RACINE SSA DIST OFF,2410805,Office,Office,7715.0,Sq. Ft.,No
WI0096ZZ - RACINE SSA DIST OFF,2410805,Parking,Parking,,,
WI0098ZZ - SSA SHEBOYGAN,2410798,Office,Office,5340.0,Sq. Ft.,No
WI0098ZZ - SSA SHEBOYGAN,2410798,Parking,Parking,,,
WI0350ZZ - KASTEMEIER CTHSE,1582459,Office,Courthouse,74528.0,Sq. Ft.,No
WI0350ZZ - KASTEMEIER CTHSE,1582459,Parking,Parking,,,
WV0000WH - WHEELING FED BLDG & CTHSE,2630235,COURTHOUSE,Courthouse,202449.0,Sq. Ft.,No
WV0003ZZ - ELIZABETH KEE FED BLDG,2630236,Courthouse,Office,42945.0,Sq. Ft.,No
WV0010ZZ - FOREST SERVICE BLDG,2630237,OFFICE,Office,32437.0,Sq. Ft.,No
WV0010ZZ - FOREST SERVICE BLDG,2630237,Parking,Parking,,,
WV0030ZZ - PARKERSBURG FED BLDG,2630238,OFFICE,Office,175208.0,Sq. Ft.,No
WV0050ZZ - MT HOPE FED BLDG & GARAGE,2630239,OFFICE,Office,40325.0,Sq. Ft.,No
WV0050ZZ - MT HOPE FED BLDG & GARAGE,2630239,Parking,Parking,,,
WV0053ZZ - MARTINSBURG COURTHOUSE,2630240,COURTHOUSE,Courthouse,75300.0,Sq. Ft.,No
WV0053ZZ - MARTINSBURG COURTHOUSE,2630240,Parking,Parking,,,
WV0054FP - HUNTINGTON FED BLDG,2630241,OFFICE,Office,231542.0,Sq. Ft.,No
WV0057ZZ - SUMMERVILLE FED BLDG & PO,2630242,OFFICE,Office,11649.0,Sq. Ft.,No
WV0057ZZ - SUMMERVILLE FED BLDG & PO,2630242,Parking,Parking,,,
WV0163ZZ - BYRD US COURTHOUSE,2436904,Courthouse,Courthouse,447612.0,Sq. Ft.,No
WV0163ZZ - BYRD US COURTHOUSE,2436904,Parking,Parking,,,
WV0171ZZ - BYRD FED BLDG & COURTHSE,2630244,COURTHOUSE,Courthouse,190358.0,Sq. Ft.,No
WV0171ZZ - BYRD FED BLDG & COURTHSE,2630244,Parking,Parking,,,
WV0226ZZ-FED BLDG TRACING CENTER,2436910,Office,Office,153170.0,Sq. Ft.,No
WV0226ZZ-FED BLDG TRACING CENTER,2436910,Parking,Parking,,,
WV1251ZZ - RANDOLPH FEDERAL CTR,2630245,OFFICE,Office,53550.0,Sq. Ft.,No
WV1251ZZ - RANDOLPH FEDERAL CTR,2630245,Parking,Parking,,,
WY0003ZZ - EWING KERR FB CTHSE,2999336,Courthouse Use,Courthouse,57605.0,Sq. Ft.,No
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,Parking,Parking,,,
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,First Floor,Office,6700.0,Sq. Ft.,No
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,Second Floor,Office,6700.0,Sq. Ft.,No
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,Third and Fourth Floors,Office,13400.0,Sq. Ft.,No
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,Basement,Office,8292.0,Sq. Ft.,No
WY0029ZZ - JC OMAHONEY FED CTR,2280806,COURTHOUSE,Courthouse,190422.0,Sq. Ft.,No
WY0029ZZ - JC OMAHONEY FED CTR,2280806,Office Space-Non Courthouse,Office,17413.0,Sq. Ft.,No
WY0029ZZ - JC OMAHONEY FED CTR,2280806,Garage,Parking,,,
WY0030ZZ - DICK CHENEY FED BLDG,2280867,OFFICE 1,Office,8688.0,Sq. Ft.,No
WY0030ZZ - DICK CHENEY FED BLDG,2280867,Indoor Parking,Parking,,,
WY0030ZZ - DICK CHENEY FED BLDG,2280867,OFFICE 2,Office,147260.0,Sq. Ft.,No
WY0030ZZ - DICK CHENEY FED BLDG,2280867,Outdoor Parking,Parking,,,
WY0034ZZ - STORAGE BUILDING,2630246,Warehouse,Non-Refrigerated Warehouse,1000.0,Sq. Ft.,No
WY0035ZZ - CLIFFORD HANSEN FED CTHSE,3236645,Office Use,Office,3899.0,Sq. Ft.,No
